Team_A,Team_B,Probability,Elo_A,Elo_B,Elo_Diff,Warm_A,Warm_B,Koppen_A,Koppen_B,Climate_Zone_A,Climate_Zone_B,Is_Climate_Clash,Warm_Team,Cool_Team,Climate_Score_A,Climate_Score_B,Venue_Temp_C,Climate_Diff_Score,p_adjustment,Climate_Flag_Tier
Argentina,Switzerland,0.0021,2190.0,1990.0,200.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Switzerland,0.5,0.5,15.2,0.0,0.0,Tier 3 (Weak)
DR Congo,South Korea,0.0021,1774.0,1895.0,-121.0,1,0,Am,Dwa,Tropical,Continental,1,DR Congo,South Korea,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Ecuador,South Korea,0.0021,2033.0,1895.0,138.0,1,0,Af,Dwa,Tropical,Continental,1,Ecuador,South Korea,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Saudi Arabia,Croatia,0.0021,1692.0,1979.0,-287.0,1,0,BWh,Cfb,Arid,Temperate,1,Saudi Arabia,Croatia,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Algeria,Czech Republic,0.0021,1885.0,1837.0,48.0,1,0,BWh,Dfb,Arid,Continental,1,Algeria,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Panama,Norway,0.0021,1831.0,1994.0,-163.0,1,0,Am,Dfc,Tropical,Continental,1,Panama,Norway,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Japan,South Korea,0.0021,2008.0,1895.0,113.0,1,0,Cfa,Dwa,Temperate,Continental,1,Japan,South Korea,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Netherlands,0.0021,1893.0,2006.0,-113.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Netherlands,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Algeria,New Zealand,0.0021,1885.0,1710.0,175.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,New Zealand,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Uruguay,Norway,0.0021,1986.0,1994.0,-8.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Norway,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Spain,Austria,0.0021,2216.0,1929.0,287.0,1,0,Csa,Dfb,Temperate,Continental,1,Spain,Austria,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Tunisia,Norway,0.0021,1777.0,1994.0,-217.0,1,0,BWh,Dfc,Arid,Continental,1,Tunisia,Norway,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Brazil,Sweden,0.0021,2081.0,1793.0,288.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Sweden,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Senegal,South Korea,0.0021,1933.0,1895.0,38.0,1,0,BSh,Dwa,Arid,Continental,1,Senegal,South Korea,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Morocco,South Korea,0.0021,1988.0,1895.0,93.0,1,0,Csa,Dwa,Temperate,Continental,1,Morocco,South Korea,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Algeria,Austria,0.0021,1885.0,1929.0,-44.0,1,0,BWh,Dfb,Arid,Continental,1,Algeria,Austria,0.9,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Portugal,South Korea,0.0021,2049.0,1895.0,154.0,1,0,Csa,Dwa,Temperate,Continental,1,Portugal,South Korea,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Uruguay,Norway,0.0021,1986.0,1994.0,-8.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Norway,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Colombia,Austria,0.0021,2083.0,1929.0,154.0,1,0,Af,Dfb,Tropical,Continental,1,Colombia,Austria,1.0,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Portugal,South Korea,0.0021,2049.0,1895.0,154.0,1,0,Csa,Dwa,Temperate,Continental,1,Portugal,South Korea,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Colombia,Canada,0.0021,2083.0,1903.0,180.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Canada,1.0,0.2,28.5,0.8143,0.0261,Tier 3 (Weak)
Uruguay,Norway,0.0021,1986.0,1994.0,-8.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Norway,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Paraguay,France,0.0021,1937.0,2160.0,-223.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,France,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Mexico,Netherlands,0.0021,1957.0,2006.0,-49.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Netherlands,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Morocco,Germany,0.0021,1988.0,2032.0,-44.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Germany,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Argentina,Scotland,0.0021,2190.0,1857.0,333.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Scotland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Japan,Switzerland,0.0021,2008.0,1990.0,18.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Switzerland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Turkey,Germany,0.0021,1998.0,2032.0,-34.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Germany,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Argentina,Scotland,0.0021,2190.0,1857.0,333.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Scotland,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Jordan,Czech Republic,0.002,1766.0,1837.0,-71.0,1,0,BWh,Dfb,Arid,Continental,1,Jordan,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Saudi Arabia,South Korea,0.002,1692.0,1895.0,-203.0,1,0,BWh,Dwa,Arid,Continental,1,Saudi Arabia,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Japan,Czech Republic,0.002,2008.0,1837.0,171.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Czech Republic,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Jordan,Switzerland,0.002,1766.0,1990.0,-224.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Switzerland,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Ivory Coast,Canada,0.002,1836.0,1903.0,-67.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Canada,1.0,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Paraguay,Switzerland,0.002,1937.0,1990.0,-53.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Switzerland,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Brazil,Czech Republic,0.002,2081.0,1837.0,244.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Czech Republic,1.0,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Portugal,France,0.002,2049.0,2160.0,-111.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,France,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Morocco,Netherlands,0.002,1988.0,2006.0,-18.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Netherlands,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Tunisia,France,0.002,1777.0,2160.0,-383.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,France,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Tunisia,Germany,0.002,1777.0,2032.0,-255.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Ecuador,Croatia,0.002,2033.0,1979.0,54.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Croatia,1.0,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Ecuador,England,0.002,2033.0,2083.0,-50.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,England,1.0,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Portugal,Scotland,0.002,2049.0,1857.0,192.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Scotland,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Mexico,France,0.002,1957.0,2160.0,-203.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,France,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Argentina,Norway,0.002,2190.0,1994.0,196.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Jordan,France,0.002,1766.0,2160.0,-394.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,France,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Brazil,Austria,0.002,2081.0,1929.0,152.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Austria,1.0,0.2,28.5,0.8143,0.0261,Tier 3 (Weak)
Japan,England,0.002,2008.0,2083.0,-75.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,England,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Colombia,Switzerland,0.002,2083.0,1990.0,93.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Switzerland,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Spain,Sweden,0.002,2216.0,1793.0,423.0,1,0,Csa,Dfc,Temperate,Continental,1,Spain,Sweden,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Uruguay,Norway,0.002,1986.0,1994.0,-8.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Turkey,Scotland,0.002,1998.0,1857.0,141.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Scotland,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Turkey,Norway,0.002,1998.0,1994.0,4.0,1,0,Csa,Dfc,Temperate,Continental,1,Turkey,Norway,0.5,0.2,25.4,0.2721,0.0087,Tier 3 (Weak)
Colombia,South Korea,0.002,2083.0,1895.0,188.0,1,0,Af,Dwa,Tropical,Continental,1,Colombia,South Korea,1.0,0.2,25.4,0.7257,0.0232,Tier 3 (Weak)
Argentina,Czech Republic,0.002,2190.0,1837.0,353.0,1,0,Cfa,Dfb,Temperate,Continental,1,Argentina,Czech Republic,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Morocco,Netherlands,0.002,1988.0,2006.0,-18.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Netherlands,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Brazil,Croatia,0.002,2081.0,1979.0,102.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Croatia,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Japan,Norway,0.002,2008.0,1994.0,14.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Norway,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Turkey,Norway,0.002,1998.0,1994.0,4.0,1,0,Csa,Dfc,Temperate,Continental,1,Turkey,Norway,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Mexico,Norway,0.002,1957.0,1994.0,-37.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Norway,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Morocco,Switzerland,0.002,1988.0,1990.0,-2.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Switzerland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Colombia,Switzerland,0.002,2083.0,1990.0,93.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Switzerland,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Mexico,England,0.002,1957.0,2083.0,-126.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,England,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Ivory Coast,France,0.002,1836.0,2160.0,-324.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,France,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Portugal,Switzerland,0.002,2049.0,1990.0,59.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Switzerland,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Portugal,Belgium,0.002,2049.0,2002.0,47.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Belgium,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Jordan,Bosnia and Herzegovina,0.0019,1766.0,1653.0,113.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Bosnia and Herzegovina,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Qatar,Norway,0.0019,1552.0,1994.0,-442.0,1,0,BWh,Dfc,Arid,Continental,1,Qatar,Norway,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Algeria,Bosnia and Herzegovina,0.0019,1885.0,1653.0,232.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Bosnia and Herzegovina,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
South Africa,Croatia,0.0019,1673.0,1979.0,-306.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Croatia,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Algeria,South Korea,0.0019,1885.0,1895.0,-10.0,1,0,BWh,Dwa,Arid,Continental,1,Algeria,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Saudi Arabia,Czech Republic,0.0019,1692.0,1837.0,-145.0,1,0,BWh,Dfb,Arid,Continental,1,Saudi Arabia,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Jordan,South Korea,0.0019,1766.0,1895.0,-129.0,1,0,BWh,Dwa,Arid,Continental,1,Jordan,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Australia,Austria,0.0019,1891.0,1929.0,-38.0,1,0,BWh,Dfb,Arid,Continental,1,Australia,Austria,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Japan,New Zealand,0.0019,2008.0,1710.0,298.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,New Zealand,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Australia,Germany,0.0019,1891.0,2032.0,-141.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Germany,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Curaçao,Scotland,0.0019,1595.0,1857.0,-262.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Scotland,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Uruguay,Austria,0.0019,1986.0,1929.0,57.0,1,0,Cfa,Dfb,Temperate,Continental,1,Uruguay,Austria,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Egypt,Canada,0.0019,1818.0,1903.0,-85.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Canada,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Portugal,Austria,0.0019,2049.0,1929.0,120.0,1,0,Csa,Dfb,Temperate,Continental,1,Portugal,Austria,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Mexico,Scotland,0.0019,1957.0,1857.0,100.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Scotland,0.9,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Ecuador,Sweden,0.0019,2033.0,1793.0,240.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Sweden,1.0,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,Sweden,0.0019,1957.0,1793.0,164.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Sweden,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Japan,Scotland,0.0019,2008.0,1857.0,151.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Scotland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Senegal,Scotland,0.0019,1933.0,1857.0,76.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Scotland,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Uruguay,Germany,0.0019,1986.0,2032.0,-46.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Germany,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Morocco,Croatia,0.0019,1988.0,1979.0,9.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Croatia,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Ecuador,Netherlands,0.0019,2033.0,2006.0,27.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Netherlands,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Uruguay,Canada,0.0019,1986.0,1903.0,83.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Canada,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Ivory Coast,Switzerland,0.0019,1836.0,1990.0,-154.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Switzerland,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Iran,France,0.0019,1893.0,2160.0,-267.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,France,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Uruguay,Netherlands,0.0019,1986.0,2006.0,-20.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Netherlands,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Ecuador,Canada,0.0019,2033.0,1903.0,130.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Canada,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Spain,Croatia,0.0019,2216.0,1979.0,237.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Croatia,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Argentina,Croatia,0.0019,2190.0,1979.0,211.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Croatia,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Mexico,Switzerland,0.0019,1957.0,1990.0,-33.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Switzerland,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Portugal,Belgium,0.0019,2049.0,2002.0,47.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Belgium,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Senegal,Germany,0.0019,1933.0,2032.0,-99.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Spain,Scotland,0.0019,2216.0,1857.0,359.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Scotland,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Uruguay,England,0.0019,1986.0,2083.0,-97.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,England,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Qatar,Germany,0.0018,1552.0,2032.0,-480.0,1,0,BWh,Cfb,Arid,Temperate,1,Qatar,Germany,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Uzbekistan,France,0.0018,1823.0,2160.0,-337.0,1,0,BWk,Cfb,Arid,Temperate,1,Uzbekistan,France,0.4,0.5,28.0,0.0,0.0,Tier 3 (Weak)
DR Congo,Norway,0.0018,1774.0,1994.0,-220.0,1,0,Am,Dfc,Tropical,Continental,1,DR Congo,Norway,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Spain,Germany,0.0018,2216.0,2032.0,184.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Germany,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Qatar,Norway,0.0018,1552.0,1994.0,-442.0,1,0,BWh,Dfc,Arid,Continental,1,Qatar,Norway,0.9,0.2,23.0,0.575,0.0184,Tier 3 (Weak)
Panama,Sweden,0.0018,1831.0,1793.0,38.0,1,0,Am,Dfc,Tropical,Continental,1,Panama,Sweden,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Haiti,Bosnia and Herzegovina,0.0018,1661.0,1653.0,8.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Bosnia and Herzegovina,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Iran,Canada,0.0018,1893.0,1903.0,-10.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Canada,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Norway,0.0018,1893.0,1994.0,-101.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Norway,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Austria,0.0018,1893.0,1929.0,-36.0,1,0,BWh,Dfb,Arid,Continental,1,Iran,Austria,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Sweden,0.0018,1893.0,1793.0,100.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Sweden,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Haiti,Norway,0.0018,1661.0,1994.0,-333.0,1,0,Aw,Dfc,Tropical,Continental,1,Haiti,Norway,1.0,0.2,22.5,0.6429,0.0206,Tier 3 (Weak)
Uruguay,France,0.0018,1986.0,2160.0,-174.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,France,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Spain,Croatia,0.0018,2216.0,1979.0,237.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Croatia,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Argentina,Bosnia and Herzegovina,0.0018,2190.0,1653.0,537.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Bosnia and Herzegovina,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Algeria,Switzerland,0.0018,1885.0,1990.0,-105.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Switzerland,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
South Africa,Germany,0.0018,1673.0,2032.0,-359.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Germany,0.9,0.5,20.3,0.0,0.0,Tier 3 (Weak)
United States,Canada,0.0018,1832.0,1903.0,-71.0,1,0,Cfa,Dfc,Temperate,Continental,1,United States,Canada,0.5,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Senegal,Canada,0.0018,1933.0,1903.0,30.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Canada,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Australia,Canada,0.0018,1891.0,1903.0,-12.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Canada,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,South Korea,0.0018,1957.0,1895.0,62.0,1,0,BSh,Dwa,Arid,Continental,1,Mexico,South Korea,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Uruguay,France,0.0018,1986.0,2160.0,-174.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,France,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Portugal,Germany,0.0018,2049.0,2032.0,17.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Germany,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Senegal,Czech Republic,0.0018,1933.0,1837.0,96.0,1,0,BSh,Dfb,Arid,Continental,1,Senegal,Czech Republic,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Colombia,France,0.0018,2083.0,2160.0,-77.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,France,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Morocco,Czech Republic,0.0018,1988.0,1837.0,151.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Czech Republic,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Iraq,Norway,0.0018,1727.0,1994.0,-267.0,1,0,BWh,Dfc,Arid,Continental,1,Iraq,Norway,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Paraguay,Austria,0.0018,1937.0,1929.0,8.0,1,0,Cfa,Dfb,Temperate,Continental,1,Paraguay,Austria,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Portugal,New Zealand,0.0018,2049.0,1710.0,339.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,New Zealand,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Senegal,Austria,0.0018,1933.0,1929.0,4.0,1,0,BSh,Dfb,Arid,Continental,1,Senegal,Austria,0.9,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Spain,Belgium,0.0018,2216.0,2002.0,214.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Belgium,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Argentina,Canada,0.0018,2190.0,1903.0,287.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Canada,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Ecuador,Norway,0.0018,2033.0,1994.0,39.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Norway,1.0,0.2,28.5,0.8143,0.0261,Tier 3 (Weak)
Colombia,Scotland,0.0018,2083.0,1857.0,226.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Scotland,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Algeria,Netherlands,0.0018,1885.0,2006.0,-121.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Netherlands,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Turkey,South Korea,0.0018,1998.0,1895.0,103.0,1,0,Csa,Dwa,Temperate,Continental,1,Turkey,South Korea,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Argentina,Switzerland,0.0018,2190.0,1990.0,200.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Switzerland,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Paraguay,Germany,0.0018,1937.0,2032.0,-95.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Germany,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Egypt,England,0.0018,1818.0,2083.0,-265.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,England,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Brazil,Austria,0.0018,2081.0,1929.0,152.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Austria,1.0,0.2,25.4,0.7257,0.0232,Tier 3 (Weak)
Brazil,South Korea,0.0018,2081.0,1895.0,186.0,1,0,Am,Dwa,Tropical,Continental,1,Brazil,South Korea,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Turkey,Switzerland,0.0018,1998.0,1990.0,8.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Switzerland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Colombia,Canada,0.0018,2083.0,1903.0,180.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Canada,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Japan,Belgium,0.0018,2008.0,2002.0,6.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Belgium,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
